date,category,platform,format,price,units_sold,gross_revenue,platform_fee_pct,platform_fees,printing_cost_per_unit,printing_cost_total,marketing_spend,ad_clicks,conversion_rate,page_reads,total_costs,net_profit,profit_margin_pct
2024-01-01,Data Science,Amazon,Paperback,63.02857225639664,6,378.17143353837986,0.3,113.45143006151396,6.0,36.0,90.80725777960456,47,0.1276595744680851,0,240.25868784111853,137.91274569726133,36.468313961970594
2024-01-01,Data Science,AbeBooks,Hardcover,32.33618039413735,3,97.00854118241205,0.15,14.551281177361806,6.0,18.0,81.18528947223794,32,0.09375,0,113.73657064959974,-16.728029467187696,-17.243872821190863
2024-01-01,Machine Learning,Amazon,Paperback,43.24279936868144,6,259.45679621208865,0.3,77.83703886362659,6.0,36.0,26.50515929852795,46,0.13043478260869565,0,140.34219816215455,119.1145980499341,45.90922257151663
2024-01-01,Machine Learning,AbeBooks,Hardcover,52.36932106048628,2,104.73864212097256,0.15,15.710796318145883,6.0,12.0,23.43885211152184,50,0.04,0,51.14964842966772,53.588993691304836,51.16449154401853
2024-01-01,LLM,Amazon,Ebook,37.468443043576436,10,374.68443043576434,0.3,112.4053291307293,0.0,0.0,24.522728891053806,38,0.2631578947368421,3320,136.9280580217831,237.75637241398124,63.455097970702056
2024-01-01,LLM,AbeBooks,Ebook,39.27013306774357,2,78.54026613548714,0.15,11.781039920323071,0.0,0.0,100.21969807540397,38,0.05263157894736842,368,112.00073799572704,-33.46047186023989,-42.602951971818335
2024-01-01,AI Engineer,Amazon,Hardcover,32.95369616355221,13,428.3980501261787,0.3,128.5194150378536,6.0,78.0,76.12434258477012,38,0.34210526315789475,0,282.64375762262375,145.75429250355495,34.023098952160275
2024-01-01,AI Engineer,AbeBooks,Ebook,53.86918084659493,2,107.73836169318986,0.15,16.160754253978478,0.0,0.0,91.06628896857873,39,0.05128205128205128,322,107.22704322255721,0.511318470632645,0.4745927658420719
2024-01-01,AI Agents,Amazon,Ebook,44.01480892728447,11,484.1628982001292,0.3,145.24886946003875,0.0,0.0,30.54942598302706,34,0.3235294117647059,1617,175.7982954430658,308.3646027570634,63.69025877517789
2024-01-01,AI Agents,AbeBooks,Ebook,37.973800840210956,1,37.973800840210956,0.15,5.6960701260316435,0.0,0.0,110.6828441545754,38,0.02631578947368421,240,116.37891428060705,-78.4051134403961,-206.4715980639259
2024-01-02,Data Science,Amazon,Hardcover,38.50460685614512,11,423.55067541759627,0.3,127.06520262527887,6.0,66.0,80.95643339798968,40,0.275,0,274.02163602326857,149.5290393943277,35.30369518284932
2024-01-02,Data Science,AbeBooks,Paperback,61.33063543866615,1,61.33063543866615,0.15,9.199595315799922,6.0,6.0,68.94527602775631,43,0.023255813953488372,0,84.14487134355623,-22.814235904890083,-37.19876003519565
2024-01-02,Machine Learning,Amazon,Paperback,54.12865394447438,8,433.02923155579504,0.3,129.9087694667385,6.0,48.0,79.08929431882419,43,0.18604651162790697,0,256.9980637855627,176.03116777023234,40.65110503921051
2024-01-02,Machine Learning,AbeBooks,Paperback,34.059831007917516,3,102.17949302375254,0.15,15.326923953562881,6.0,18.0,113.67299887367345,32,0.09375,0,146.99992282723633,-44.82042980348379,-43.864408089267855
2024-01-02,LLM,Amazon,Hardcover,61.98774473114251,11,681.8651920425676,0.3,204.55955761277028,6.0,66.0,54.92095746126609,49,0.22448979591836735,0,325.48051507403636,356.38467696853127,52.26614895841212
2024-01-02,LLM,AbeBooks,Ebook,28.365598599801952,3,85.09679579940585,0.15,12.764519369910877,0.0,0.0,30.14715428660321,36,0.08333333333333333,654,42.91167365651409,42.185122142891764,49.57310289606263
2024-01-02,AI Engineer,Amazon,Paperback,64.77829850443283,3,194.33489551329848,0.3,58.30046865398954,6.0,18.0,56.64687845828599,45,0.06666666666666667,0,132.94734711227554,61.38754840102294,31.588535985201972
2024-01-02,AI Engineer,AbeBooks,Paperback,46.70160922219597,3,140.1048276665879,0.15,21.015724149988184,6.0,18.0,117.8892858275009,40,0.075,0,156.9050099774891,-16.800182310901192,-11.991151618901485
2024-01-02,AI Agents,Amazon,Paperback,39.00313630778703,10,390.0313630778703,0.3,117.0094089233611,6.0,60.0,108.3494022266259,37,0.2702702702702703,0,285.358811149987,104.67255192788332,26.83695770049787
2024-01-02,AI Agents,AbeBooks,Paperback,64.21326334864183,1,64.21326334864183,0.15,9.631989502296275,6.0,6.0,39.0911031150346,35,0.02857142857142857,0,54.72309261733088,9.490170731310954,14.779144115110107
2024-01-03,Data Science,Amazon,Paperback,40.78765867237889,7,285.51361070665223,0.3,85.65408321199567,6.0,42.0,52.255076423860054,47,0.14893617021276595,0,179.90915963585573,105.6044510707965,36.98753653439612
2024-01-03,Data Science,AbeBooks,Ebook,47.11279907631631,2,94.22559815263261,0.15,14.133839722894892,0.0,0.0,81.15137108656805,46,0.043478260869565216,310,95.28521080946294,-1.0596126568303248,-1.1245486126964106
2024-01-03,Machine Learning,Amazon,Ebook,56.83170677744404,5,284.1585338872202,0.3,85.24756016616605,0.0,0.0,66.55980181324601,48,0.10416666666666667,910,151.80736197941206,132.35117190780812,46.57652546882053
2024-01-03,Machine Learning,AbeBooks,Hardcover,37.13062058692891,3,111.39186176078674,0.15,16.70877926411801,6.0,18.0,116.52518303907698,39,0.07692307692307693,0,151.23396230319497,-39.84210054240823,-35.76751471123526
2024-01-03,LLM,Amazon,Hardcover,41.45415620226714,6,248.72493721360286,0.3,74.61748116408086,6.0,36.0,63.352073758074205,45,0.13333333333333333,0,173.96955492215506,74.7553822914478,30.055443225320232
2024-01-03,LLM,AbeBooks,Hardcover,28.234918664687907,2,56.469837329375814,0.15,8.470475599406372,6.0,12.0,111.52137276264804,39,0.05128205128205128,0,131.9918483620544,-75.52201103267859,-133.7386728992608
2024-01-03,AI Engineer,Amazon,Hardcover,32.31463988429229,8,258.5171190743383,0.3,77.5551357223015,6.0,48.0,32.01646478056422,37,0.21621621621621623,0,157.57160050286572,100.9455185714726,39.04790480913763
2024-01-03,AI Engineer,AbeBooks,Hardcover,37.45653237565177,2,74.91306475130354,0.15,11.23695971269553,6.0,12.0,96.3364423003911,46,0.043478260869565216,0,119.57340201308662,-44.660337261783084,-59.616219694183535
2024-01-03,AI Agents,Amazon,Paperback,50.990947305710534,4,203.96378922284214,0.3,61.18913676685264,6.0,24.0,113.3436308079483,40,0.1,0,198.53276757480094,5.431021648041195,2.662738159913029
2024-01-03,AI Agents,AbeBooks,Ebook,49.63404657559656,7,347.43832602917587,0.15,52.11574890437638,0.0,0.0,101.1204176736003,42,0.16666666666666666,1540,153.2361665779767,194.20215945119918,55.89543377977569
2024-01-04,Data Science,Amazon,Ebook,33.267374395069815,5,166.33687197534908,0.3,49.90106159260473,0.0,0.0,85.57226353807421,47,0.10638297872340426,1060,135.47332513067894,30.86354684467014,18.554843840783587
2024-01-04,Data Science,AbeBooks,Ebook,36.274190990936,3,108.82257297280799,0.15,16.3233859459212,0.0,0.0,93.50710438038858,41,0.07317073170731707,1104,109.83049032630979,-1.0079173535017958,-0.9262024651389642
2024-01-04,Machine Learning,Amazon,Paperback,48.03698301032338,9,432.33284709291047,0.3,129.69985412787312,6.0,54.0,57.772888617629484,41,0.21951219512195122,0,241.47274274550261,190.86010434740786,44.14656569140838
2024-01-04,Machine Learning,AbeBooks,Paperback,36.90540698037243,1,36.90540698037243,0.15,5.535811047055865,6.0,6.0,115.85414968831984,47,0.02127659574468085,0,127.3899607353757,-90.48455375500326,-245.17966650015825
2024-01-04,LLM,Amazon,Ebook,52.07079617697213,6,312.4247770618328,0.3,93.72743311854984,0.0,0.0,114.61945428816902,46,0.13043478260869565,1578,208.34688740671885,104.07788965511395,33.312943561616315
2024-01-04,LLM,AbeBooks,Paperback,27.302350400665773,4,109.20940160266309,0.15,16.381410240399465,6.0,24.0,34.299168205283586,45,0.08888888888888889,0,74.68057844568304,34.52882315698005,31.617079345060766
2024-01-04,AI Engineer,Amazon,Hardcover,28.364272244599896,5,141.82136122299949,0.3,42.54640836689985,6.0,30.0,118.66395785011754,38,0.13157894736842105,0,191.2103662170174,-49.38900499401791,-34.82479971148971
2024-01-04,AI Engineer,AbeBooks,Ebook,62.88994309535435,3,188.66982928606305,0.15,28.300474392909457,0.0,0.0,97.71469159274368,44,0.06818181818181818,903,126.01516598565314,62.65466330040991,33.20862881866093
2024-01-04,AI Agents,Amazon,Paperback,42.37807377953085,11,466.1588115748394,0.3,139.8476434724518,6.0,66.0,72.83701212972092,39,0.28205128205128205,0,278.6846556021727,187.47415597266667,40.21679979389785
2024-01-04,AI Agents,AbeBooks,Ebook,47.240201545703385,1,47.240201545703385,0.15,7.086030231855507,0.0,0.0,112.4643330223596,29,0.034482758620689655,371,119.5503632542151,-72.31016170851171,-153.0691219396131
2024-01-05,Data Science,Amazon,Ebook,45.92391376680595,10,459.2391376680595,0.3,137.77174130041786,0.0,0.0,82.01325978015367,33,0.30303030303030304,1270,219.78500108057153,239.454136587488,52.14149164276297
2024-01-05,Data Science,AbeBooks,Paperback,34.175789828197985,2,68.35157965639597,0.15,10.252736948459395,6.0,12.0,65.3240846828831,38,0.05263157894736842,0,87.57682163134248,-19.225241974946513,-28.126990000219433
2024-01-05,Machine Learning,Amazon,Paperback,30.327405008949988,8,242.6192400715999,0.3,72.78577202147997,6.0,48.0,61.12551165853691,46,0.17391304347826086,0,181.91128368001688,60.707956391583025,25.021905259313883
2024-01-05,Machine Learning,AbeBooks,Ebook,40.06955879751763,4,160.27823519007052,0.15,24.041735278510576,0.0,0.0,23.682186763599137,44,0.09090909090909091,500,47.72392204210971,112.55431314796081,70.22432772265371
2024-01-05,LLM,Amazon,Ebook,61.526630090305716,8,492.2130407224457,0.3,147.6639122167337,0.0,0.0,107.82206674791922,37,0.21621621621621623,1224,255.48597896465293,236.7270617577928,48.09443110453486
2024-01-05,LLM,AbeBooks,Ebook,45.812308036151734,6,274.8738482169104,0.15,41.231077232536556,0.0,0.0,33.40152284506407,46,0.13043478260869565,1956,74.63260007760063,200.2412481393098,72.84841735154593
2024-01-05,AI Engineer,Amazon,Ebook,61.12604234706505,11,672.3864658177156,0.3,201.71593974531467,0.0,0.0,89.76418714934634,51,0.21568627450980393,2827,291.480126894661,380.9063389230546,56.64991166349837
2024-01-05,AI Engineer,AbeBooks,Paperback,43.365430249530455,4,173.46172099812182,0.15,26.019258149718272,6.0,24.0,27.58633281086639,32,0.125,0,77.60559096058466,95.85613003753716,55.260682002904296
2024-01-05,AI Agents,Amazon,Hardcover,30.553086905976407,8,244.42469524781126,0.3,73.32740857434338,6.0,48.0,36.893506307216455,36,0.2222222222222222,0,158.22091488155985,86.20378036625141,35.26803225789164
2024-01-05,AI Agents,AbeBooks,Hardcover,29.82543484402403,2,59.65086968804806,0.15,8.947630453207209,6.0,12.0,70.34172708548569,44,0.045454545454545456,0,91.2893575386929,-31.638487850644836,-53.03944102760345
2024-01-06,Data Science,Amazon,Ebook,50.11601557963631,7,350.81210905745417,0.3,105.24363271723625,0.0,0.0,40.93493233367103,51,0.13725490196078433,1722,146.17856505090728,204.63354400654688,58.33137988205335
2024-01-06,Data Science,AbeBooks,Ebook,46.25063015894136,1,46.25063015894136,0.15,6.937594523841204,0.0,0.0,34.77390919062267,44,0.022727272727272728,126,41.71150371446387,4.539126444477489,9.81419372855824
2024-01-06,Machine Learning,Amazon,Ebook,26.218886109343767,8,209.75108887475014,0.3,62.925326662425036,0.0,0.0,73.53355640155235,49,0.16326530612244897,1152,136.4588830639774,73.29220581077274,34.94246738072389
2024-01-06,Machine Learning,AbeBooks,Ebook,56.56684954429353,1,56.56684954429353,0.15,8.48502743164403,0.0,0.0,73.71065418185478,41,0.024390243902439025,153,82.1956816134988,-25.628832069205274,-45.307158301501545
2024-01-06,LLM,Amazon,Paperback,40.150905038051576,7,281.05633526636103,0.3,84.3169005799083,6.0,42.0,42.53327977125282,37,0.1891891891891892,0,168.85018035116113,112.2061549151999,39.923012163686174
2024-01-06,LLM,AbeBooks,Ebook,28.515504981605755,1,28.515504981605755,0.15,4.277325747240863,0.0,0.0,104.23140352981817,41,0.024390243902439025,362,108.50872927705903,-79.99322429545327,-280.52536452380485
2024-01-06,AI Engineer,Amazon,Hardcover,64.0026865178057,14,896.0376112492797,0.3,268.8112833747839,6.0,84.0,28.729017958967546,40,0.35,0,381.5403013337515,514.4973099155283,57.41916449223624
2024-01-06,AI Engineer,AbeBooks,Paperback,48.75532390231595,4,195.0212956092638,0.15,29.25319434138957,6.0,24.0,88.45715478798333,30,0.13333333333333333,0,141.7103491293729,53.3109464798909,27.335961600164115
2024-01-06,AI Agents,Amazon,Hardcover,29.667842565667254,12,356.01411078800703,0.3,106.80423323640211,6.0,72.0,24.80946439640877,45,0.26666666666666666,0,203.6136976328109,152.40041315519613,42.80740805971728
2024-01-06,AI Agents,AbeBooks,Ebook,32.456199471525764,3,97.36859841457729,0.15,14.605289762186594,0.0,0.0,78.83066757950567,38,0.07894736842105263,669,93.43595734169227,3.932641072885019,4.038921312331691
2024-01-07,Data Science,Amazon,Paperback,54.904375207050045,10,549.0437520705004,0.3,164.7131256211501,6.0,60.0,33.927207266338726,46,0.21739130434782608,0,258.64033288748885,290.4034191830116,52.89258243771474
